ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL",Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18497,"zone2 (Пенза)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-penza/,,,,,,,publish,312,zone2-penza,,,0,0,0,open,open,2016-03-18
18498,"zone2 (Пензенская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-penzenskaya-oblast/,,,,,,,publish,312,zone2-penzenskaya-oblast,,,0,0,0,open,open,2016-03-18
18499,"zone2 (Смоленск)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-smolensk/,,,,,,,publish,312,zone2-smolensk,,,0,0,0,open,open,2016-03-18
18500,"zone2 (Смоленская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-smolenskaya-oblast/,,,,,,,publish,312,zone2-smolenskaya-oblast,,,0,0,0,open,open,2016-03-18
18501,"zone2 (Тамбов)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-tambov/,,,,,,,publish,312,zone2-tambov,,,0,0,0,open,open,2016-03-18
18502,"zone2 (Тамбовская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-tambovskaya-oblast/,,,,,,,publish,312,zone2-tambovskaya-oblast,,,0,0,0,open,open,2016-03-18
18503,"zone2 (Чебоксары)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-cheboksary/,,,,,,,publish,312,zone2-cheboksary,,,0,0,0,open,open,2016-03-18
18504,"zone2 (Чувашская республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-chuvashskaya-respublika/,,,,,,,publish,312,zone2-chuvashskaya-respublika,,,0,0,0,open,open,2016-03-18
18505,"zone1 (Тула)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-tula/,,,,,,,publish,312,zone1-tula,,,0,0,0,open,open,2016-03-18
18506,"zone1 (Тульская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-tulskaya-oblast-rossiya/,,,,,,,publish,312,zone1-tulskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18507,"zone1 (Ярославль)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-yaroslavl/,,,,,,,publish,312,zone1-yaroslavl,,,0,0,0,open,open,2016-03-18
18508,"zone1 (Ярославская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-yaroslavskaya-oblast-rossiya/,,,,,,,publish,312,zone1-yaroslavskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18509,"zone3 (Волгоград)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-volgograd/,,,,,,,publish,312,zone3-volgograd,,,0,0,0,open,open,2016-03-18
18510,"zone3 (Волгоградская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-volgogradskaya-oblast-rossiya/,,,,,,,publish,312,zone3-volgogradskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18511,"zone4 (Астрахань)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-astrahan/,,,,,,,publish,312,zone4-astrahan,,,0,0,0,open,open,2016-03-18
18512,"zone4 (Астраханская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-astrahanskaya-oblast/,,,,,,,publish,312,zone4-astrahanskaya-oblast,,,0,0,0,open,open,2016-03-18
18513,"zone4 (Екатеринбург)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ekaterinburg/,,,,,,,publish,312,zone4-ekaterinburg,,,0,0,0,open,open,2016-03-18
18514,"zone4 (Свердловская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sverdlovskaya-oblast/,,,,,,,publish,312,zone4-sverdlovskaya-oblast,,,0,0,0,open,open,2016-03-18
18515,"zone4 (Калининград)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-kaliningrad/,,,,,,,publish,312,zone4-kaliningrad,,,0,0,0,open,open,2016-03-18
18516,"zone4 (Калининградская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-kaliningradskaya-oblast/,,,,,,,publish,312,zone4-kaliningradskaya-oblast,,,0,0,0,open,open,2016-03-18
18517,"zone4 (Набережные Челны)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-naberezhnye-chelny/,,,,,,,publish,312,zone4-naberezhnye-chelny,,,0,0,0,open,open,2016-03-18
18518,"zone4 (Н-ч, Республика Татарстан)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-n-ch-respublika-tatarstan/,,,,,,,publish,312,zone4-n-ch-respublika-tatarstan,,,0,0,0,open,open,2016-03-18
18519,"zone3 (Ижевск)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-izhevsk/,,,,,,,publish,312,zone3-izhevsk,,,0,0,0,open,open,2016-03-18
18520,"zone3 (Удмуртская Респ, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-udmurtskaya-resp-rossiya/,,,,,,,publish,312,zone3-udmurtskaya-resp-rossiya,,,0,0,0,open,open,2016-03-18
18521,"zone4 (Новороссийск)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-novorossijsk/,,,,,,,publish,312,zone4-novorossijsk,,,0,0,0,open,open,2016-03-18
18522,"zone3 (Йошкар-Ола)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-joshkar-ola/,,,,,,,publish,312,zone3-joshkar-ola,,,0,0,0,open,open,2016-03-18
18523,"zone3 (Респ Марий Эл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-resp-marij-el-rossiya/,,,,,,,publish,312,zone3-resp-marij-el-rossiya,,,0,0,0,open,open,2016-03-18
18524,"zone3 (Казань)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-kazan/,,,,,,,publish,312,zone3-kazan,,,0,0,0,open,open,2016-03-18
18525,"zone3 (Респ Татарстан, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-resp-tatarstan-rossiya/,,,,,,,publish,312,zone3-resp-tatarstan-rossiya,,,0,0,0,open,open,2016-03-18
18526,"zone3 (Киров)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-kirov/,,,,,,,publish,312,zone3-kirov,,,0,0,0,open,open,2016-03-18
18527,"zone3 (Кировская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-kirovskaya-obl-rossiya/,,,,,,,publish,312,zone3-kirovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18528,"zone4 (Пермь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-perm/,,,,,,,publish,312,zone4-perm,,,0,0,0,open,open,2016-03-18
18529,"zone4 (Пермский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-permskij-kraj/,,,,,,,publish,312,zone4-permskij-kraj,,,0,0,0,open,open,2016-03-18
18530,"zone3 (Краснодар)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-krasnodar/,,,,,,,publish,312,zone3-krasnodar,,,0,0,0,open,open,2016-03-18
18531,"zone3 (Краснодарский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-krasnodarskij-kraj-rossiya/,,,,,,,publish,312,zone3-krasnodarskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18532,"zone3 (Петрозаводск)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-petrozavodsk/,,,,,,,publish,312,zone3-petrozavodsk,,,0,0,0,open,open,2016-03-18
18533,"zone3 (Респ Карелия, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-resp-kareliya-rossiya/,,,,,,,publish,312,zone3-resp-kareliya-rossiya,,,0,0,0,open,open,2016-03-18
18534,"zone3 (Псков)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-pskov/,,,,,,,publish,312,zone3-pskov,,,0,0,0,open,open,2016-03-18
18535,"zone3 (Псковская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-pskovskaya-obl-rossiya/,,,,,,,publish,312,zone3-pskovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18536,"zone3 (Ростов-на-Дону)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-rostov-na-donu/,,,,,,,publish,312,zone3-rostov-na-donu,,,0,0,0,open,open,2016-03-18
18537,"zone3 (Ростовская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-rostovskaya-obl-rossiya/,,,,,,,publish,312,zone3-rostovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18538,"zone3 (Самара)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-samara/,,,,,,,publish,312,zone3-samara,,,0,0,0,open,open,2016-03-18
18539,"zone3 (Самарская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-samarskaya-obl-rossiya/,,,,,,,publish,312,zone3-samarskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18540,"zone3 (Саранск)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-saransk/,,,,,,,publish,312,zone3-saransk,,,0,0,0,open,open,2016-03-18
18541,"zone3 (Респ Мордовия, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-resp-mordoviya-rossiya/,,,,,,,publish,312,zone3-resp-mordoviya-rossiya,,,0,0,0,open,open,2016-03-18
18542,"zone3 (Саратов)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-saratov/,,,,,,,publish,312,zone3-saratov,,,0,0,0,open,open,2016-03-18
18543,"zone3 (Саратовская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-saratovskaya-obl-rossiya/,,,,,,,publish,312,zone3-saratovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18544,"zone4 (Симферополь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-simferopol/,,,,,,,publish,312,zone4-simferopol,,,0,0,0,open,open,2016-03-18
18545,"zone4 (Республика Крым)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-respublika-krym/,,,,,,,publish,312,zone4-respublika-krym,,,0,0,0,open,open,2016-03-18
18546,"zone3 (Тольятти)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-tolyatti/,,,,,,,publish,312,zone3-tolyatti,,,0,0,0,open,open,2016-03-18
18547,"zone3 (Самарская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-samarskaya-obl-rossiya-2/,,,,,,,publish,312,zone3-samarskaya-obl-rossiya-2,,,0,0,0,open,open,2016-03-18
18548,"zone3 (Ульяновск)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-ulyanovsk/,,,,,,,publish,312,zone3-ulyanovsk,,,0,0,0,open,open,2016-03-18
18549,"zone3 (Ульяновская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-ulyanovskaya-obl-rossiya/,,,,,,,publish,312,zone3-ulyanovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18550,"zone3 (Череповец)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-cherepovets/,,,,,,,publish,312,zone3-cherepovets,,,0,0,0,open,open,2016-03-18
18551,"zone3 (Вологодская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-vologodskaya-obl-rossiya/,,,,,,,publish,312,zone3-vologodskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18552,"zone5 (Архангельск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-arhangelsk/,,,,,,,publish,312,zone5-arhangelsk,,,0,0,0,open,open,2016-03-18
18553,"zone5 (Архангельская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-arhangelskaya-obl-rossiya/,,,,,,,publish,312,zone5-arhangelskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18554,"zone5 (Магнитогорск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-magnitogorsk/,,,,,,,publish,312,zone5-magnitogorsk,,,0,0,0,open,open,2016-03-18
18555,"zone5 (Челябинская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-chelyabinskaya-obl-rossiya/,,,,,,,publish,312,zone5-chelyabinskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18556,"zone5 (Майкоп)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-majkop/,,,,,,,publish,312,zone5-majkop,,,0,0,0,open,open,2016-03-18
18557,"zone5 (Респ Адыгея, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-resp-adygeya-rossiya/,,,,,,,publish,312,zone5-resp-adygeya-rossiya,,,0,0,0,open,open,2016-03-18
18558,"zone5 (Минеральные Воды)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-mineralnye-vody/,,,,,,,publish,312,zone5-mineralnye-vody,,,0,0,0,open,open,2016-03-18
18559,"zone5 (Ставропольский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-stavropolskij-kraj-rossiya/,,,,,,,publish,312,zone5-stavropolskij-kraj-rossiya,,,0,0,0,open,open,2016-09-29
18560,"zone5 (Мурманск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-murmansk/,,,,,,,publish,312,zone5-murmansk,,,0,0,0,open,open,2016-03-18
18561,"zone5 (Мурманская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-murmanskaya-obl-rossiya/,,,,,,,publish,312,zone5-murmanskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18562,"zone5 (Нальчик)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-nalchik/,,,,,,,publish,312,zone5-nalchik,,,0,0,0,open,open,2016-03-18
18563,"zone5 (Кабардино-Балкарская Респ, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-kabardino-balkarskaya-resp-rossiya/,,,,,,,publish,312,zone5-kabardino-balkarskaya-resp-rossiya,,,0,0,0,open,open,2016-03-18
18564,"zone4 (Пермь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-perm-2/,,,,,,,publish,312,zone4-perm-2,,,0,0,0,open,open,2016-03-18
18565,"zone4 (Пермский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-permskij-kraj-2/,,,,,,,publish,312,zone4-permskij-kraj-2,,,0,0,0,open,open,2016-03-18
18566,"zone5 (Нижний Тагил)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-nizhnij-tagil/,,,,,,,publish,312,zone5-nizhnij-tagil,,,0,0,0,open,open,2016-03-18
18567,"zone5 (Свердловская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-sverdlovskaya-obl-rossiya/,,,,,,,publish,312,zone5-sverdlovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18568,"zone5 (Оренбург)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-orenburg/,,,,,,,publish,312,zone5-orenburg,,,0,0,0,open,open,2016-03-18
18569,"zone5 (Оренбургская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-orenburgskaya-obl-rossiya/,,,,,,,publish,312,zone5-orenburgskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18570,"zone5 (Пятигорск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-pyatigorsk/,,,,,,,publish,312,zone5-pyatigorsk,,,0,0,0,open,open,2016-09-29
18571,"zone5 (Ставропольский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-stavropolskij-kraj-rossiya-2/,,,,,,,publish,312,zone5-stavropolskij-kraj-rossiya-2,,,0,0,0,open,open,2016-03-18
18572,"zone7 (Абакан)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-abakan/,,,,,,,publish,312,zone7-abakan,,,0,0,0,open,open,2016-03-18
18573,"zone7 (Респ Хакасия, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-resp-hakasiya-rossiya/,,,,,,,publish,312,zone7-resp-hakasiya-rossiya,,,0,0,0,open,open,2016-03-18
18574,"zone7 (Барнаул)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-barnaul/,,,,,,,publish,312,zone7-barnaul,,,0,0,0,open,open,2016-03-18
18575,"zone7 (Алтайский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-altajskij-kraj-rossiya/,,,,,,,publish,312,zone7-altajskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18576,"zone7 (Горно-Алтайск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-gorno-altajsk/,,,,,,,publish,312,zone7-gorno-altajsk,,,0,0,0,open,open,2016-03-18
18577,"zone7 (Респ Алтай, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-resp-altaj-rossiya/,,,,,,,publish,312,zone7-resp-altaj-rossiya,,,0,0,0,open,open,2016-03-18
18578,"zone7 (Кемерово)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovo/,,,,,,,publish,312,zone7-kemerovo,,,0,0,0,open,open,2016-03-18
18579,"zone7 (Кемеровская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovskaya-obl-rossiya/,,,,,,,publish,312,zone7-kemerovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18580,"zone7 (Красноярск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-krasnoyarsk/,,,,,,,publish,312,zone7-krasnoyarsk,,,0,0,0,open,open,2016-03-18
18581,"zone7 (Красноярский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-krasnoyarskij-kraj-rossiya/,,,,,,,publish,312,zone7-krasnoyarskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18582,"zone7 (Нижневартовск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-nizhnevartovsk/,,,,,,,publish,312,zone7-nizhnevartovsk,,,0,0,0,open,open,2016-03-18
18583,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya/,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya,,,0,0,0,open,open,2016-03-18
18584,"zone7 (Новокузнецк)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novokuznetsk/,,,,,,,publish,312,zone7-novokuznetsk,,,0,0,0,open,open,2016-03-18
18585,"zone7 (Кемеровская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovskaya-obl-rossiya-2/,,,,,,,publish,312,zone7-kemerovskaya-obl-rossiya-2,,,0,0,0,open,open,2016-03-18
18586,"zone7 (Новосибирск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novosibirsk/,,,,,,,publish,312,zone7-novosibirsk,,,0,0,0,open,open,2016-03-18
18587,"zone7 (Новосибирская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novosibirskaya-obl-rossiya/,,,,,,,publish,312,zone7-novosibirskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18588,"zone7 (Омск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-omsk/,,,,,,,publish,312,zone7-omsk,,,0,0,0,open,open,2016-03-18
18589,"zone7 (Омская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-omskaya-obl-rossiya/,,,,,,,publish,312,zone7-omskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18590,"zone7 (Сургут)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-surgut/,,,,,,,publish,312,zone7-surgut,,,0,0,0,open,open,2016-03-18
18591,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-2/,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-2,,,0,0,0,open,open,2016-03-18
18592,"zone7 (Томск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-tomsk/,,,,,,,publish,312,zone7-tomsk,,,0,0,0,open,open,2016-03-18
18593,"zone7 (Томская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-tomskaya-obl-rossiya/,,,,,,,publish,312,zone7-tomskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18594,"zone7 (Ханты-Мансийск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijsk/,,,,,,,publish,312,zone7-hanty-mansijsk,,,0,0,0,open,open,2016-03-18
18595,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-3/,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-3,,,0,0,0,open,open,2016-03-18
18596,"zone9 (Биробиджан)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-birobidzhan/,,,,,,,publish,312,zone9-birobidzhan,,,0,0,0,open,open,2016-03-18
18597,"zone9 (Еврейская Аобл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-evrejskaya-aobl-rossiya/,,,,,,,publish,312,zone9-evrejskaya-aobl-rossiya,,,0,0,0,open,open,2016-03-18
18598,"zone9 (Благовещенск)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-blagoveshhensk/,,,,,,,publish,312,zone9-blagoveshhensk,,,0,0,0,open,open,2016-03-18
18599,"zone9 (Амурская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-amurskaya-obl-rossiya/,,,,,,,publish,312,zone9-amurskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18600,"zone11 (Анадырь)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-anadyr/,,,,,,,publish,312,zone11-anadyr,,,0,0,0,open,open,2016-03-18
