ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,"Store Categories",c4p_log_redirect_to,wpsl_address,wpsl_city,wpsl_country,wpsl_lat,wpsl_lng,wpsl_country_iso,wpsl_phone,wpsl_email,wpsl_hours,_yoast_wpseo_title,_yoast_wpseo_metadesc,_wp_old_slug,wpsl_fax,_wpb_vc_js_status,_vc_post_settings,slide_template,_userpro_edit_restrict,restrict_roles,category_sticky_post,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,_yoast_wpseo_primary_wpsl_store_category,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_yoast_wpseo_content_score,_yoast_wpseo_focuskeywords,_yoast_wpseo_focuskw,wpsl_address2,_yoast_wpseo_linkdex,_yoast_wpseo_focuskw_text_input,yst_prominent_words_version,_yst_is_cornerstone,wpsl_ta_id,_dp_original,wpsl_url,_wpb_post_custom_css,wpsl_my_textinput,wpsl_my_checkbox,wpsl_my_textarea,wpsl_my_dropdown,wpsl_my_editor,wpsl_state,_et_monarch_override,_wp_trash_meta_status,_wp_trash_meta_time,_wp_desired_post_slug,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
12581,"ООО ""Вотпуск"" (пункт выдачи заказов и продажа сим-карт)",,,2015-11-25,wpsl_stores,https://euroroaming.ru/stores-by-operator/ooo-votpusk/,,,,,,,GLOBALSIM|Orange,,"ул. Коммунистическая, д. 23",Волгоград,Россия,48.718248,44.52622,RU,"+7 (8442) 31-90-90",,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""09:00,18:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""thursday"";a:1:{i:0;s:11:""09:00,18:00"";}s:6:""friday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,"Офис самовывоза роуминговых сим-карт в Волгограде. Карты в наличии: Orange, Ortel, Vodafone, GLOBALSIM. Уточнить наличие, адрес, время работы: +7(499)322-10-28",votpusk-ooo-votpusk,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,none,,0,,,,,,102,,,30,[],,,,,1,,305,,,,,,,,,,,,,,publish,1,ooo-votpusk,,,0,0,0,closed,closed,2017-05-12
13835,"Агентство ТурЦентр (пункт выдачи заказов и продажа сим-карт)",,,2015-12-18,wpsl_stores,https://euroroaming.ru/stores-by-operator/agentstvo-turtsentr/,https://euroroaming.ru/wp-content/uploads/2015/12/123.jpg|https://euroroaming.ru/wp-content/uploads/2015/12/234.jpg,123|234,|,|,|,,"EuropaSim|GLOBALSIM|Globalsim с тарифом США|GLOBALSIM-Internet|Orange|Ortel",,"ст.м. Академическая, улица Кедрова, дом 14, корпус 1, офис на первом этаже (в торце здания).",Москва,Россия,55.683486,37.571913,RU,8(903)5856000,tourc@yandex.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,"Офис самовывоза роуминговых сим-карт в Москве. Карты в наличии: Orange, Ortel, Vodafone. Уточнить наличие, адрес, время работы: +7(499)322-10-28",,+7(499)322-10-28,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,none,,0,0,0,,"a:1:{i:0;s:1:""0"";}",,223,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",30,[],,,,,1,,3262,,,,,,,,,,,,,,publish,1,agentstvo-turtsentr,,,0,0,0,open,closed,2017-05-23
16266,"Агентство ГУРУ Travel (пункт выдачи заказов и продажа сим-карт)","<h3 style=""font-weight: 500;"">Пункт работает только в будние дни.</h3>",,2016-02-01,wpsl_stores,https://euroroaming.ru/stores-by-operator/ooo-guru-trevel/,https://euroroaming.ru/wp-content/uploads/2016/02/72-min.jpg|https://euroroaming.ru/wp-content/uploads/2016/02/30-min.jpg,72-min|30-min,|,|,|,,"EuropaSim|GLOBALSIM|Globalsim с тарифом США|GLOBALSIM-Internet|Orange|TravelChat",,"м. Китай-Город (1 минута от метро), БЦ Лубянский, Лубянский проезд, дом 15, стр 2, подъезд 4, 2 этаж (для входа нужен любой документ, удостоверяющий личность)","г. Москва",Россия,55.756706,37.632389,RU,"8 (967) 134-30-03",info@guru-travel.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:30,20:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:30,20:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:30,20:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:30,20:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:30,20:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,"Офис продажи роуминговых сим-карт в Москве. Карты в наличии: Orange, Ortel, Vodafone. Уточнить наличие, адрес, время работы: +7(499)322-10-28",,+7(499)322-10-28,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,none,,0,0,0,,"a:1:{i:0;s:1:""0"";}",,223,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",60,[],,"Сим-карты в наличии: Orange, Globalsim с тарифом США, GLOBALSIM-Internet, EuropaSim",,,1,,3267,,,,,,,,,,,,,,publish,1,ooo-guru-trevel,,,0,0,0,open,closed,2017-05-22
22067,"ООО Турсим (пункт продажи сим-карт)","Оплата услуг любая

<a href=""https://euroroaming.ru/wp-content/uploads/2016/05/unnamed.jpg""><img class=""alignnone wp-image-22070 size-medium"" src=""https://euroroaming.ru/wp-content/uploads/2016/05/unnamed-300x200.jpg"" alt=""unnamed"" width=""300"" height=""200"" /></a>",,2016-05-10,wpsl_stores,https://euroroaming.ru/?post_type=wpsl_stores&p=22067,https://euroroaming.ru/wp-content/uploads/2016/05/unnamed.jpg,unnamed,,,,,Orange,,"ул. Коммунистическая 35 вход №2 , корпус 3 , 1этаж , оф 13/5",Новосибирск,Россия,55.023591,82.920251,RU,"383 213-50-44, 363-35-15",,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""09:00,18:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""thursday"";a:1:{i:0;s:11:""09:00,18:00"";}s:6:""friday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,0,0,,"a:1:{i:0;s:1:""0"";}",,97,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",30,[],,"Карты в наличии: Orange",,,,,,,,,,,,,,,,,,,draft,312,ooo-tursim,,,0,0,0,closed,closed,2017-05-02
25764,"Звони.ру (пункт продажи сим-карт)","Режим работы: В будние дни - с 10.00 до 19.00 без перерыва. В субботу и воскресенье - по предварительной договоренности.

&nbsp;

<a href=""https://euroroaming.ru/wp-content/uploads/2016/06/P_20160627_135833-min.jpg""><img class=""size-medium wp-image-25777 alignnone"" src=""https://euroroaming.ru/wp-content/uploads/2016/06/P_20160627_135833-min-300x169.jpg"" alt=""P_20160627_135833-min"" width=""300"" height=""169"" /></a>",,2016-06-28,wpsl_stores,https://euroroaming.ru/stores-by-operator/zvoni-ru-punkt-prodazhi-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/06/P_20160627_135833-7-min.jpg|https://euroroaming.ru/wp-content/uploads/2016/06/P_20160627_135833-min.jpg,P_20160627_135833-7-min|P_20160627_135833-min,|,|,|,,GLOBALSIM|Orange|Vodafone,,"Липовая аллея, д.9, БЦ ""Приморский"", оф.721 (7-й этаж). Ближайшее метро - ""Старая деревня"".",Санкт-Петербург,Россия,59.98451,30.257407,RU,"+7(812) 363-45-05, +7(499) 272-62-34",info@zvoni.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,0,0,,"a:1:{i:0;s:1:""0"";}",,97,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",60,[],,,,,1,,3276,,,,,,,,,,,,,,publish,312,zvoni-ru-punkt-prodazhi-sim-kart,,,0,0,0,closed,closed,2017-05-18
29814,"Турагентство Едем вместе (пункт выдачи заказов и продажа сим-карт)",,,2016-08-25,wpsl_stores,https://euroroaming.ru/stores-by-operator/turagentstvo-edem-vmeste-punkt-vydachi-zakazov-i-prodazha-sim-kart/,,,,,,,GLOBALSIM|GLOBALSIM-Internet|Orange,,"ул. Жаворонкова, д.4, 1 этаж","г. Тула",Россия,54.17814,37.599136,RU,"8 (487) 231-16-73",,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:1:{i:0;s:11:""12:00,17:00"";}s:6:""sunday"";a:1:{i:0;s:11:""12:00,17:00"";}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,102,,,30,[],,,,,,,3234,,http://vmestetur.ru/,,,,,,,,,,,,publish,312,turagentstvo-edem-vmeste-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-16
29822,"Туристическая компания ""Клевер"" (пункт выдачи заказов и продажа сим-карт)",,,2016-08-25,wpsl_stores,https://euroroaming.ru/stores-by-operator/turisticheskaya-kompaniya-klever-punkt-vydachi-zakazov-i-prodazha-sim-kart/,,,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. 25 Октября, д. 72, офис 4В","г. Пермь",Россия,58.001684,56.262106,RU,"8 (342)201-29-58",tk-klever@ya.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""11:00,18:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""11:00,18:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""11:00,18:00"";}s:8:""thursday"";a:1:{i:0;s:11:""11:00,18:00"";}s:6:""friday"";a:1:{i:0;s:11:""11:00,18:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,102,,,30,[],,,,,,,2330,,,,,,,,,,,,,,publish,312,turisticheskaya-kompaniya-klever-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-15
30176,"ООО ""Турфирма ""КуМир"" (пункт выдачи заказов и продажа сим-карт)",,,2016-08-31,wpsl_stores,https://euroroaming.ru/stores-by-operator/ooo-turfirma-kumir-punkt-vydachi-zakazov-i-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/08/P1010402-min.jpg,P1010402-min,,,,,EuropaSim|GLOBALSIM|GLOBALSIM-Internet|Orange,,"ул. Октябрьская, 19А","г. Кунгур",Россия,57.427621,56.946226,RU,"(34271) 2-29-65, 2-29-24",kumir2001@mail.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:1:{i:0;s:11:""10:00,16:00"";}s:6:""sunday"";a:0:{}}",,,,+7(499)322-10-28,true,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,102,,,30,[],,,,,,,1475,,www.kungur-tour.ru,".w-blog-post-preview {
    background-position: 0px 50%;
}",,,,,,"Пермский край",,,,,publish,312,ooo-turfirma-kumir-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-15
31282,"Турагентство Зеленый попугай (пункт выдачи заказов и продажа сим-карт)",,,2016-09-16,wpsl_stores,https://euroroaming.ru/stores-by-operator/turagentstvo-zelenyj-popugaj-punkt-vydachi-zakazov-i-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/09/turagentstvo-zelenyj-popugaj.jpg,turagentstvo-zelenyj-popugaj,,,,,EuropaSim|GLOBALSIM|GLOBALSIM-Internet|Orange,,"ул. Волжская, д. 19, оф. 202",Саратов,Россия,51.528709,46.040853,RU,"8 (8452) 23-03-54, 8 (8452) 42-57-54",zeleniy-popugay@yandex.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:1:{i:0;s:11:""11:00,15:00"";}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,708,,,,,,,,,,,,,,publish,312,turagentstvo-zelenyj-popugaj-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-12
32148,"ТА Дорадо Тревел (пункт выдачи заказов и продажа сим-карт)",,,2016-09-29,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-dorado-trevel-punkt-vydachi-zakazov-i-prodazha-sim-kart/,,,,,,,"GLOBALSIM|Globalsim с тарифом США|Orange",,"м. Новокосино, ул. Новокосинская д. 17 корпус 7","г. Москва",Россия,55.740107,37.853539,RU,+7(499)504-82-14,dorado-travel@yandex.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,102,,,30,[],,,,,1,,984,,,,,,,,,,,,,,publish,312,ta-dorado-trevel-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-11
32559,"ТА ""Росстур"" (пункт выдачи заказов и продажа сим-карт)","<span style=""color: #ff0000;""><strong>Внимание!</strong></span> Суббота - по предварительному звонку!",,2016-10-05,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-master-otdyha-punkt-vydachi-zakazov-i-prodazha-sim-kart/,,,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. Ф. Энгельса, д. 64А ТЦ ""Атмосфера""","г. Воронеж",Россия,51.663617,39.194756,RU,(473)206-91-82,voronezh8@rosstour.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""08:00,18:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""08:00,18:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""08:00,18:00"";}s:8:""thursday"";a:1:{i:0;s:11:""08:00,18:00"";}s:6:""friday"";a:1:{i:0;s:11:""08:00,18:00"";}s:8:""saturday"";a:1:{i:0;s:11:""00:00,00:00"";}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,1679,,,,,,,,,,,,,,publish,312,ta-master-otdyha-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-12
32589,"ТА ""Happy Tour"" (пункт выдачи заказов и продажа сим-карт)",,,2016-10-06,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-happy-tour-punkt-vydachi-zakazov-i-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/10/ul.-Permyakova.jpg,ul-permyakova,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. 50 лет Октября, д. 88, офис 304","г. Тюмень",Россия,57.13471,65.601068,RU,"(3452) 601187",happy-tour@live.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,1259,,,,,,,,,,,,,,publish,312,ta-happy-tour-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-16
32594,"ТА ""Солнечный отдых"" (пункт выдачи заказов и продажа сим-карт)",,,2016-10-06,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-solnechnyj-otdyh-punkt-vydachi-zakazov-i-prodazha-sim-kart/,,,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. Вокзальная, 4 ст1","г. Одинцово",Россия,55.673017,37.282243,RU,"+7(495)6435334; +7(495)6460856",sunny_holidays@mail.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,20:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,20:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,20:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,20:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,20:00"";}s:8:""saturday"";a:1:{i:0;s:11:""11:00,17:00"";}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,929,,,,,,,,,,,,,,publish,312,ta-solnechnyj-otdyh-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-11
32617,"ТА «Отдых без границ» (пункт выдачи заказов и продажа сим-карт)",,,2016-10-06,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-otdyh-bez-granits/,https://euroroaming.ru/wp-content/uploads/2016/10/Bolshoj-prospekt-PS.jpg,bolshoj-prospekt-ps,,,,,EuropaSim|GLOBALSIM|Orange,,"Большой проспект ПС, 29 А, оф. 399 (м. Чкаловская)","г. Санкт-Петербург",Россия,59.958211,30.300206,RU,"(812) 363-09-12",megatour.obg@mail.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""11:00,20:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""11:00,20:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""11:00,20:00"";}s:8:""thursday"";a:1:{i:0;s:11:""11:00,20:00"";}s:6:""friday"";a:1:{i:0;s:11:""11:00,20:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,3282,,,,,,,,,,,,,,publish,312,ta-otdyh-bez-granits,,,0,0,0,closed,closed,2017-05-12
32625,"ТА ""Кронос Тур"" (пункт выдачи заказов и продажа сим-карт)",,,2016-10-06,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-kronos-tur/,https://euroroaming.ru/wp-content/uploads/2016/10/Zvezdnyj-b.jpg,zvezdnyj-b,,,,,"EuropaSim|GLOBALSIM|Globalsim с тарифом США|GLOBALSIM-Internet|Orange|Ortel",,"Звездный бульвар, 10 строение 1, офис 4, м. ВДНХ","г. Москва",Россия,55.81698,37.63334,RU,8(903)555-74-42,info@kronostour.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,18:45"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,18:45"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,18:45"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,18:45"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,18:45"";}s:8:""saturday"";a:1:{i:0;s:11:""11:00,16:00"";}s:6:""sunday"";a:1:{i:0;s:11:""11:00,16:00"";}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,1,,3284,,,,,,,,,,,,,,publish,312,ta-kronos-tur,,,0,0,0,closed,closed,2017-05-11
32629,"ТА ""Солнечный тур онлайн"" (пункт выдачи заказов и продажа сим-карт)",,,2016-10-06,wpsl_stores,https://euroroaming.ru/stores-by-operator/solnechnyj-tur-onlajn/,https://euroroaming.ru/wp-content/uploads/2016/10/Solnechnyj-tur-onlajn.jpg,solnechnyj-tur-onlajn,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. Победы, д. 6, офис 413","г. Ярославль",Россия,57.637615,39.879762,RU,"8(4852)66-23-54; 8(4852)98-97-80",otvet@sunnyonline.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""11:00,17:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""11:00,17:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""11:00,17:00"";}s:8:""thursday"";a:1:{i:0;s:11:""11:00,17:00"";}s:6:""friday"";a:1:{i:0;s:11:""11:00,17:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,ta-solnechnyj-tur-onlajn-punkt-vydachi-zakazov-i-prodazha-sim-kart,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,,,,,,1275,,,,,,,,,,,,,,publish,312,solnechnyj-tur-onlajn,,,0,0,0,closed,closed,2017-05-16
32901,"ТА «City-travel» (продажа сим-карт)","<strong>Внимание! </strong>Только по предварительному звонку.",,2016-10-12,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-city-travel-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/10/bandicam-2016-10-12-10-36-26-985-min.jpg,bandicam-2016-10-12-10-36-26-985-min,,,,,GLOBALSIM|Orange|Ortel,,"ул. Мичурина, 21, 7 этаж","г. Самара",Россия,53.204537,50.142625,RU,"(846) 374-60-90",shuvaeva@city-travel.ru,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""09:00,18:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""thursday"";a:1:{i:0;s:11:""09:00,18:00"";}s:6:""friday"";a:1:{i:0;s:11:""09:00,18:00"";}s:8:""saturday"";a:0:{}s:6:""sunday"";a:0:{}}",,,,,true,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,102,,,30,[],,,,,,,3274,,,".single-wpsl_stores .l-section-h.i-cf > *:not(:first-child) {
    padding: 0 !important;
}

.l-section-h.i-cf > *:not(:nth-child(2)) {
    padding: 12px!important;
}
.single-wpsl_stores .l-content .w-blog {
    padding-top: 20%!important;
    padding-left: 0!important;
    padding-right: 0!important;
}",,,,,,,,,,,publish,312,ta-city-travel-prodazha-sim-kart,,,0,0,0,closed,closed,2017-05-12
32952,"ТА ""Сириус Тур"" (пункт выдачи заказов и продажа сим-карт)","<h3 style=""padding:10px"">Оплата только наличными.</h3>",,2016-10-12,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-sirius-tur-punkt-vydachi-zakazov-i-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/10/bandicam-2016-10-12-12-40-04-730-min.jpg,bandicam-2016-10-12-12-40-04-730-min,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. Ленина, д. 21, оф.1","г. Иркутск",Россия,52.278206,104.284728,RU,(3952)728261,,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:1:{i:0;s:11:""11:00,17:00"";}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,60,[],,"Карты в наличии: Orange, EuropaSim, Globalsim",,,,,,,,,,,,,,,,,,,publish,312,ta-sirius-tur-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2017-01-24
32957,"ТА ""Посети Тур"" (пункт выдачи заказов и продажа сим-карт)",,,2016-10-12,wpsl_stores,https://euroroaming.ru/stores-by-operator/ta-poseti-tur-punkt-vydachi-zakazov-i-prodazha-sim-kart/,https://euroroaming.ru/wp-content/uploads/2016/10/bandicam-2016-10-12-12-57-07-578-min.jpg,bandicam-2016-10-12-12-57-07-578-min,,,,,EuropaSim|GLOBALSIM|Orange,,"ул. Юбилейная, д. 61А, оф. 302","г. Тольятти",Россия,53.508286,49.277955,RU,"(8482) 62-04-07",,"a:7:{s:6:""monday"";a:1:{i:0;s:11:""10:00,19:00"";}s:7:""tuesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:9:""wednesday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""thursday"";a:1:{i:0;s:11:""10:00,19:00"";}s:6:""friday"";a:1:{i:0;s:11:""10:00,19:00"";}s:8:""saturday"";a:1:{i:0;s:11:""11:00,17:00"";}s:6:""sunday"";a:0:{}}",,,,,false,"a:1:{s:10:""vc_grid_id"";a:0:{}}",default,,,0,,,,,,223,,,30,[],,"Карты в наличии: Orange, EuropaSim, Globalsim",,,,,,,,,,,,,,,,,,,publish,312,ta-poseti-tur-punkt-vydachi-zakazov-i-prodazha-sim-kart,,,0,0,0,closed,closed,2016-10-12
